student_id,longitude,latitude,name,address
2825,105.8426,21.030552,Thanh Vu,Nhà Hàng Sushi Japanese
574,105.85078,21.015074,Tung Le,Miến lươn Tân Tân
3478,105.84068,21.051126,Mai Do,Moichi
3675,105.808876,21.048294,Thanh Vu,Quán Vịt Zozo
848,105.832634,21.015438,Chau Do,ADJ
1875,105.57389,20.946218,Quoc Pham,Trường THCS Hòa Thạnh
265,105.78418,21.048502,Yen Tran,Spa Mai Lê
586,105.781685,21.041693,Tung Pham,IMiss
536,105.85186,21.025633,Quoc Dang,Uniqlo
660,105.84779,21.039703,Lan Pham,8mobile
5649,105.826126,21.022078,Vui Pham,Circle K
1000,105.83298,21.007847,Bao Dang,Potato Fashion
2269,105.821465,21.002625,Linh Pham,Ô mai Hồng Lam Trường Chinh
1987,105.84931,21.011147,Tung Vu,Aldo
5890,105.83306,21.00862,Anh Vu,Chợ Trung Tự
4361,105.83605,21.02753,Kim Hoang,Thành Hiếu
4351,105.96062,21.09222,Thanh Bui,Total
747,105.850174,21.014364,Quoc Bui,Đại Đức
374,105.77306,21.071424,Lan Tran,Camera-man
1192,105.85368,21.03079,Lan Bui,quán góc hà nội
4596,105.83644,21.028402,Cuong Dang,www.hoaphuongdong.com
4317,105.869484,20.996136,Hai Ngo,WinMart+
5733,105.84983,21.030506,Cuong Ngo,Tiệm Nail Phương Chuột
4328,105.7588,20.91963,Kim Do,WinMart+
3623,105.8402,21.042292,Ha Pham,
4099,105.913055,21.081234,Tuan Do,WinMart+
474,105.83951,21.029226,Bich Do,EuroStyle
939,105.852425,21.04105,Quoc Le,
1743,105.74932,20.963888,Ha Nguyen,
1203,105.91119,20.744705,Thu Do,Trường THCS Trần Phú - Phú Xuyên
5107,105.78559,21.038904,Anh Nguyen,
236,105.71871,21.064718,Hien Hoang,Phương linh
162,105.79299,21.217783,Hoai Hoang,
1293,105.66574,20.684626,Vui Le,
719,105.831825,21.01421,Chau Hoang,Scent Stories
1848,105.70714,20.924896,Chau Do,Phương Linh
4514,105.89056,21.057503,Linh Tran,Harley-Davidson
351,105.79592,21.071348,Minh Le,WinMart+
3194,105.84962,21.028471,Chau Do,
3166,105.782875,21.03797,Ha Le,Đại học Kinh tế
3055,105.84538,21.040836,Tao Do,
1652,105.85185,21.032724,Trinh Nguyen,
4366,105.82603,21.026793,Tram Vu,WinMart+
2185,105.8565,20.999416,Quyen Tran,Thuỳ dung
918,105.870026,21.042028,Tung Bui,WinMart
3898,105.782074,21.066313,Yen Hoang,Duck's Hair
2985,105.85024,21.01426,Tuan Tran,Rohto Aohal Clinic
3916,105.847565,21.008371,Tao Le,WinMart+
3171,105.78259,21.036224,Bao Dang,Pizza 4P's
5583,105.851295,21.025173,Vi Nguyen,Sữa chua mít
779,105.84894,21.029697,Bich Tran,
3888,105.77993,21.06328,Anh Nguyen,V15-D-mark
5844,105.84577,21.001152,Linh Do,Thành Loan
1898,105.79482,20.962845,Kim Bui,Circle K
4669,105.849815,21.02801,Trinh Nguyen,
2359,105.82939,21.396444,Thanh Bui,
2562,105.783195,21.047203,Dai Tran,
3572,105.85209,21.033794,Anh Ngo,Quán Ốc Nóng Hà Trang
658,105.84035,21.030142,Mai Vu,
1172,105.82769,21.02971,Anh Ngo,Nhà Hàng CIAO
4491,105.846855,21.039484,Linh Bui,Sửa xe Ngọc Hậu
3776,105.79898,21.016985,Dai Le,Tiệm Đà Lạt
120,105.772385,21.07475,Bao Le,Nhà hàng nướng Trúc ANh
242,105.664474,21.086699,Lan Nguyen,Việt hải
1742,105.74765,20.9641,Hien Bui,
1215,105.83002,20.792208,Anh Nguyen,Trường THCS Hồng Minh
807,105.83379,21.035543,Mai Dang,
4967,105.85128,21.015837,Hoa Tran,PS Fine
270,105.85035,21.03285,Bich Do,MET Vietnamese Restaurant & Vegan
2797,105.850975,21.016562,Vui Le,C's Clinic
2481,105.782036,21.379074,Hien Ngo,
4200,105.85556,21.032078,Vi Pham,Son Duong Quan
912,105.830086,21.059717,Tram Nguyen,Nhà Hàng Gòn - Bites & Veggies
5,105.88733,21.099747,Quoc Tran,Lốp Ô Tô Hải Dương
4167,105.880066,20.999033,Duc Dang,Qmart Vĩnh Hưng
5469,105.7902,20.982553,Thu Dang,Co.opmart
52,105.415565,21.207443,Dai Nguyen,Minh Trang Spa
1018,105.78969,21.219181,Vi Dang,Ngoc Bao Linh Souvenir Shop
338,105.84745,21.038279,Tuan Do,Hill Top Curry
1434,105.84992,21.03523,Thanh Hoang,
4066,105.7891,21.113205,Thu Do,WinMart+
5466,105.80079,20.992594,Tam Do,WinMart+
5390,105.81573,21.02266,Lan Hoang,Siêu Thị Hapro
3355,105.83348,21.00827,Thanh Hoang,Owen
